review_id,texto_review,sentimento
687,"estou realmente contente com a mesa. o material é firme, confortável e bem construído. foi exatamente o tipo de resultado que eu procurava.",positivo
688,"Se alguém me perguntar sobre o livro, minha resposta será positiva. o acaabmento é muito bom e parece resistente. Compraria novamente.",positivo
689,"Eu queria muito gostar de a furadeira, porém apresenta travamentos e falhas durante o uso. Não vale o preço cobrado. 💔",negativo
690,"Eu queria muito gostar de o liquidificador, porém o acabamento é frágil e começou a soltar. Não vale o preço cobrado. 💔",negativo
691,Minha experiência com a panela elétrica foi péssima. chegou com defeito e apresentando marcas de uso. Minha avaliação é negativa.,negativo
692,"Eu queria muito gostar de o liquidificador, porém o desempenho é lento e instável. A experiência foi péssima.",negativo
693,"Eu queria muito gostar de o jogo de tabuleiro, porém o material parece barato e pouco resistente. Não rceomendo.",negativo
694,Não tenho do que reclamar sobre o serviço de internet. o serviço ficou pronto antes do prazo combinado. Continuarei usando com certeza.,positivo
695,"A propaganda sobre o aplicativo de exercícios é ótima; a experiêcia real, infelizmente, não foi. prometeram retorno, mas nunca entraram em contato.",negativo
696,Tive muitos problemas com a lâmpada inetligente.,negativo
697,minha experiência com o serviço de limpeza foi péssima. o profissional chegou atrasado e deixou o serviço incompleto. nao atendeu ao que foi prometido.,negativo
698,"Houve um pequeno atraso, mas isso não prejudicou minha avaliação de o monitor. os recursos são úteis e fáceis de configurar. No geral, fiquei muito satisfeito. 💚",positivo
699,"Eu queria muito gostar de o serviço de garantia, porém a equipe me transferiu várias vezes sem apresentar solução. Não recomendo.",negativo
700,"eu esperava que o serviço de instalação fosse excelente, mas acabou sendo uma grande decepção. o profissional chegou atrasado e deixou o serviço incompleto. solicitei a devolução.",negativo
701,Estou arrependido de ter escolhido o restaurante. o atendimento foi grosseiro e pouco interessado. Não era o resultado que eu esperava.,negativo
702,Minha experiência com o mouse foi excelente. depois de vários dias de uso continua funcionando perfeitamente. Valeu cada centavo.,positivo
703,"eu queria mto gostar de a assistência técnica, porém o suporte encerrou o atendimento antes de resolver o problema. a experiência foi péssima.",negativo
704,"Se alguém me perguntar sobre a cadeira gamer, minha resposta será negativa. a qualidade é bem inferior ao que aparece no anúncio. Não compraria novamente.",negativo
705,Não posso recomendar o celular. o manual é confuso e a configuração não funciona. Não vale o preço cobrado.,negativo
706,nao tenho do que reclamar sobre a locadora de veículos. a equipe demonstrou atenção e conhecimento. foi uma ótima escolha.,positivo
707,Não posso recomendar o celular. apresenta travamentos e falhas durante o uso. Precisa melhorar muito.,negativo
708,"Eu queria muito gostar de o monitor, porém o manual é confuso e a configuração não funciona. A experiência foi péssima.",negativo
709,"Eu queria muito gostar de o serviço de delivery, porém o serviço ficou instável e pior do que estava antes. Fiquei muito decepcionado.",negativo
710,"Confesso que achei que o serviço de manutenção seria ruim, mas me surpreendeu positivamente. o serviço ficou pronto antes do prazo combinado. Pode comprar sem medo.",positivo
711,Péssima experiêcia com o serviço de delivery.,negativo
712,"Eu esperava uma experiência razoável com o smartwatch, mas o resultado superou minhas expectativas. a qualidade ficou acima do que eu esperava. Compraria novamente.",positivo
713,"Confesso que achei que a câmera seria ruim, mas me surpreendeu positivamente. o tamanho e o acabamento correspondem ao anúncio. Minha avaliação é muito positiva.",positivo
714,"Se alguém me perguntar sobre o transporte por aplicaitvo, minha resposta será positiva. o profissional foi pontual, educado e cuidadoso. Pode comprar sem medo.",positivo
715,"Confesso que achei que o ventilador seria ruim, mas me surpreendeu positivamente. veio com todos os acessórios e o manual estava claro. Continuarei usando com certeza.",positivo
716,"Depois de uma semana usando o hotel, os problemas ficaram evidentes: houve cobrança inesperada e ninguém conseguiu explicar o motivo. Não atendeu ao que foi prometido.",negativo
717,Estou realmente contente com a assistência técinca. o serviço ficou pronto antes do prazo combinado. Foi exatamente o tipo de resultado que eu procurava.,positivo
718,"Depois de várias utilizações usando a mochila, posso dizer que fiz uma ótima escolha: o desempenho se manteve estável durante o uso. Atendeu plenamente ao que eu precisava.",positivo
719,A qualidade do modulo de vidro e ruim.,negativo
720,"Eu queria muito gostar de a assistência técnica, porém as informações foram contraditórias e o prazo não foi cumprido. Foi dinheiro jogado fora.",negativo
721,Tudo certo com o colchão. Estou satifeito.,positivo
722,Não posso recomendar o módulo de alarme. o acabamento é frágil e começou a soltar. Foi dinheiro jogado fora. 🙁,negativo
723,minha experiência com a câmera foi péssima. produz ruídos estranhos e esquenta além do normal. nao atendeu ao que foi prometido.,negativo
724,Minha experiência com o celular foi péssima. a qualidade é bem inferior ao que aparece no anúncio. Não atendeu ao que foi prometido.,negativo
725,"Depois de duas semanas usando o serviço de hospedgaem, posso dizer que fiz uma ótima escolha: as informações foram claras e o prazo foi cumprido. Valeu cada centavo.",positivo
726,estou realmente contente com a cadeira gamer. a bateria dura bastante e carrega rapidamente. foi exatamente o tipo de resultado que eu procurava.,positivo
727,"a propaganda sobre a parafusadeira é ótima; a experiência real, infelizmente, nao foi. o acabamento é frágil e começou a soltar.",negativo
728,"Depois de várias utilizações usando a plataforma de streaming, os problemas ficaram evidentes: precisei repetir a mesma informação para várias pessoas. Não atendeu ao que foi prometido.",negativo
729,"Depois de várias utilizações usando a televisão, posso dizer que fiz uma ótima escolha: veio com todos os acessórios e o manual estava claro. Valeu cada centavo.",positivo
730,"Eu esperava uma experiência razoável com a plataforma de aulas, mas o resultado superou minhas expectativas. o profissional foi pontual, educado e cuidadoso. Fiquei muito satifeito com o resultado.",positivo
731,"Analisei preço, qualdiade e facilidade de uso antes de escolher o ar-condicionado. Mesmo assim, a experiência foi ruim porque chegou com defeito e apresentando marcas de uso. Não atendeu ao que foi prometido.",negativo
732,"depois de duas semanas usando o tênis, os problemas ficaram evidentes: faltaram peças e não consegui concluir a instalação. foi dinheiro jogado fora.",negativo
733,Estou arrependido de ter escolhido o ventilador. faltaram peças e não consegui concluir a instalação. Não era o resultado que eu esperava. 😞,negativo
734,"ANALISEI PREÇO, QUALIDADE E FACILIDADE DE USO ANTES DE ESCOLHER A OFICINA. MESMO ASSIM, A EXPERIÊNCIA FOI RUIM PORQUE HOUVE COBRANÇA INESPERADA E NINGUÉM CONSEGUIU EXPLICAR O MOTIVO. NÃO COMPRARIA NOVAMENTE.",negativo
735,"Depois de uma semana usando a plataforma de streaming, os problemas ficaram evidentes: esperei muito tempo e ninguém resolveu minha solicitação. Solicitei a devolução. ⚠️",negativo
736,"Pesquisei bastante antes de escolher a plataforma de aulas. Apos comparar preco, qualidade e facilidade de uso, a experiencia foi muito boa porque o aplicativo permaneceu estavel e facil de usar. Compraria novamente.",positivo
737,"confesso que achei que o ventilador seria ruim, mas me surpreendeu positivamente. depois de vários dias de uso continua funcionando perfeitamente. minha avaliação é mto positiva.",positivo
738,"Depois de um dia usando o SSD, posso dizer que fiz uma ótima escolha: a resposta aos comandos é rápida e precisa. Compraria novamente. 💚",positivo
739,"Analisei preço, qualidade e facilidade de uso antes de escolher o teclado. Mesmo assim, a experiência foi ruim porque produz ruídos estranhos e esquenta além do normal. Minha avaliação é negativa. 👎",negativo
740,"Depois de duas semanas usando o serviço de limpeza, os problemas ficaram evidentes: o atendimento foi grosseiro e pouco interessado. Não atendeu ao que foi prometido.",negativo
741,não tenho do que reclamar sobre o transporte por aplicativo. o suporte respondeu com precisão e sem transferências desnecessárias. compraria novamente.,positivo
742,"depois de várias utilizações usando o mouse, os problemas ficaram evidentes: o manual é confuso e a configuração nao funciona. nao recomendo.",negativo
743,Não gostei do capacete; não recomendo.,negativo
744,"Se alguém me perguntar sobre o notebook, minha resposta será negativa. a entrega atrasou e ainda mandaram o modelo errado. A experiência foi péssima.",negativo
745,"pesquisei bastante antes de escolher a plataforma de aulas. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq o profissional foi pontual, educado e cuidadoso. minha avaliação é mto positiva.",positivo
746,"Depois de três dias usando o hotel, posso dizer que fiz uma ótima escolha: a equipe corrigiu o problema e ainda explicou como evitar novamente. Minha avaliação é muito positiva.",positivo
747,"A propaganda sobre a bateria é ótima; a experiêcia real, infelizmente, não foi. a bateria descarrega muito rápido e demora para carregar.",negativo
748,"Analisei preço, qualidade e facilidade de uso antes de escolher o liquidificador. Mesmo assim, a experiência foi ruim porque faltaram peças e não consegui concluir a instalação. Precisa melhorar muito.",negativo
749,Minha experiencia com a televisao foi pessima. nao corresponde as medidas nem as caracteristicas anunciadas. Precisa melhorar muito.,negativo
750,Nao posso recomendar o servico de delivery. o atendimento foi grosseiro e pouco interessado. Foi dinheiro jogado fora.,negativo
751,"Analisei preço, qualidade e facilidade de uso antes de escolher a mesa. Mesmo assim, a experiência foi ruim porque faltaram peças e não consegui concluir a instalação. Minha avaliação é negativa.",negativo
752,Excelente experiencia com o servico de internet.,positivo
753,nao tenho do que reclamar sobre o sistema de monitoramento. o suporte respondeu com precisão e sem transferências desnecessárias. compraria novamente.,positivo
754,"pesquisei bastante antes de escolher o celular. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq a resposta aos comandos é rápida e precisa. recomendo sem receio.",positivo
755,"Depois de várias utilizações usando o teclado, os problemas ficaram evidentes: o acabamento é frágil e começou a soltar. Não atendeu ao que foi prometido.",negativo
756,"Depois de duas semanas usando o hotel, os problemas ficaram evidentes: precisei repetir a mesma informação para várias pessoas. Não vale o preço cobrado.",negativo
757,"Se alguém me perguntar sobre o serviço de manutenção, minha resposta será negativa. o profissional chegou atrasado e deixou o serviço incompleto. Precisa melhorar muito.",negativo
758,Minha experiência com o site de compras foi excelente. o aplicativo permaneceu estável e fácil de usar. Fiquei muito satisfeito com o resultado.,positivo
759,"não foi perfeito em todos os detalhes, porém os pontos positivos de o transporte por aplicativo pesaram muito mais. minha solicitação foi acompanhada até a solução definitiva.",positivo
760,Estou realmente contente com o restaurante. a equipe corrigiu o probelma e ainda explicou como evitar novamente. Foi exatamente o tipo de resultado que eu procurava.,positivo
761,Estou realmente contente com o colchão. o acabamento é muito bom e parece resistente. Foi exatamente o tipo de resultado que eu procurava.,positivo
762,"nao foi perfeito em todos os detalhes, porém os pontos positivos de a impressora pesaram mto mais. veio com todos os acessórios e o manual estava claro.",positivo
763,"Confesso que achei que o atendimento da loja seria ruim, mas me surpreendeu positivamente. as informações foram claras e o prazo foi cumprido. Minha avaliação é muito positiva.",positivo
764,Nao posso recomendar a operadora de celular. a equipe me transferiu varias vezes sem apresentar solucao. Foi dinheiro jogado fora.,negativo
765,"Confesso que achei que a jaqueta seria ruim, mas me surpreendeu positivamente. chegou bem embalado e em perfeito estado. Pode comprar sem medo.",positivo
766,minha experiência com a mochila foi péssima. o manual é confuso e a configuração não funciona. precisa melhorar muito.,negativo
767,"depois de várias utilizações usando o serviço de manutenção, os problemas ficaram evidentes: o profissional chegou atrasado e deixou o serviço incompleto. solicitei a devolução.",negativo
768,"Eu esperava uma experiencia razoavel com a jaqueta, mas o resultado superou minhas expectativas. recebi antes do prazo e sem nenhuma avaria. Pode comprar sem medo.",positivo
769,"Se alguém me perguntar sobre a lâmpada inteligente, minha resposta será negativa. produz ruídos estranhos e esquenta além do normal. Não compraria novamente.",negativo
770,"Pesquisei bastante antes de escolher a consulta. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque a experiência foi organizada do início ao fim. Fiquei muito satisfeito com o resultado.",positivo
771,"Se alguém me perguntar sobre a operadora de celular, minha resposta será negativa. o serviço ficou instável e pior do que estava antes. Fiquei muito decepcionado.",negativo
772,"minha experiência com o serviço de hospedagem foi péssima. prometeram retorno, mas nunca entraram em contato. precisa melhorar muito.",negativo
773,Não posso recomendar o hotel. o serviço ficou instável e pior do que estava antes. Precisa melhorar muito.,negativo
774,"Pesquisei bastante antes de escolher o curso on-line. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque o serviço ficou pronto antes do prazo combinado. A experiência mereceu cinco estrelas.",positivo
775,"Eu queria muito gostar de o serviço de delivery, porém esperei muito tempo e ninguém resolveu minha solicitação. Não atendeu ao que foi prometido.",negativo
776,"depois de várias utilizações usando o suporte técnico, os problemas ficaram evidentes: precisei repetir a mesma informação pra várias pessoas. nao atendeu ao que foi prometido.",negativo
777,Minha experiência com a impressora foi excelente. o acabamento é muito bom e parece resistente. Fiquei muito satisfeito com o resultado.,positivo
778,"Não tenho do que reclamar sobre o capacete. o material é firme, confortável e bem construído. Foi uma ótima escolha.",positivo
779,"Analisei preço, qualidade e facilidade de uso antes de escolher o curso on-line. Mesmo assim, a experiência foi ruim porque houve cobrança inesperada e ninguém conseguiu explicar o motivo. Não atendeu ao que foi prometido.",negativo
780,"Confesso que achei que a jaqueta seria ruim, mas me surpreendeu positivamente. o material é firme, confortável e bem construído. Pode comprar sem medo.",positivo
781,"Confesso que achei que a consulta seria ruim, mas me surpreendeu positivamente. o suporte respondeu com precisão e sem transferências desnecessárias. Foi uma ótima escolha.",positivo
782,"Confesso que achei que o sofá seria ruim, mas me surpreendeu positivamente. o desempenho se manteve estável durante o uso. Valeu cada centavo.",positivo
783,"Minha experiencia com o servico de internet foi pessima. prometeram retorno, mas nunca entraram em contato. Fiquei muito decepcionado.",negativo
784,"confesso que achei que a panela elétrica seria ruim, mas me surpreendeu positivamente. chegou bem embalado e em perfeito estado. a experiência mereceu cinco estrelas.",positivo
785,"A propaganda sobre o brinquedo é ótima; a experiêcia real, infelizmente, não foi. o acabamento é frágil e começou a soltar.",negativo
786,"Eu queria muito gostar de o serviço de entrega, porém esperei muito tempo e ninguém resolveu minha solicitação. Solicitei a devolução.",negativo
787,"A propaganda sobre o módulo de vidro é ótima; a experiência real, infelizmente, não foi. chegou com defeito e apresentando marcas de uso.",negativo
788,"Confesso que achei que o serviço de delivery seria ruim, mas me surpreendeu positivamente. a experiência foi organizada do início ao fim. Pode comprar sem medo.",positivo
789,"pesquisei bastante antes de escolher o fone de ouvido. após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque depois de vários dias de uso continua funcionando perfeitamente. fiquei muito satisfeito com o resultado.",positivo
790,"Eu esperava uma experiencia razoavel com o modulo de alarme, mas o resultado superou minhas expectativas. depois de varios dias de uso continua funcionando perfeitamente. Recomendo sem receio.",positivo
791,"Eu esperava uma experiencia razoavel com o servico de entrega, mas o resultado superou minhas expectativas. minha solicitacao foi acompanhada ate a solucao definitiva. Minha avaliacao e muito positiva.",positivo
792,"Depois de duas semanas usando o capacete, posso dizer que fiz uma otima escolha: funciona com rapidez e sem apresentar falhas. Pode comprar sem medo.",positivo
793,"A propaganda sobre o servico de instalacao e otima; a experiencia real, infelizmente, nao foi. prometeram retorno, mas nunca entraram em contato.",negativo
794,Minha experiência com a panela elétrica foi excelente. o acabamento é muito bom e parece resistente. Continuarei usando com certeza.,positivo
795,minha experiência com o curso on-line foi péssima. a experiência foi desorganizada e cheia de etapas desnecessárias. nao recomendo.,negativo
796,"Depois de um dia usando o serviço de entrega, os problemas ficaram evidentes: prometeram retorno, mas nunca entraram em contato. Minha avaliação é negativa.",negativo
797,estou realmente contente com a impressora. os recursos são úteis e fáceis de configurar. foi exatamente o tipo de resultado que eu procurava.,positivo
798,Minha experiêcia com o transporte por aplicativo foi péssima. precisei repetir a mesma informação para várias pessoas. A experiência foi péssima.,negativo
799,"a propaganda sobre o celular é ótima; a experiência real, infelizmente, não foi. veio em uma embalagem danificada e com o produto avariado.",negativo
800,A qualdiade do ventilador é ruim.,negativo
801,Estou realmente contente com o smartwatch. a instalação foi simples e tudo funcionou de primeira. Foi exatamente o tipo de resultado que eu procurava.,positivo
802,"EU ESPERAVA UMA EXPERIÊNCIA RAZOÁVEL COM A BATERIA, MAS O RESULTADO SUPEROU MINHAS EXPECTATIVAS. O ACABAMENTO É MUITO BOM E PARECE RESISTENTE. FIQUEI MUITO SATISFEITO COM O RESULTADO.",positivo
803,"EU ESPERAVA UMA EXPERIÊNCIA RAZOÁVEL COM O SERVIÇO DE ENTREGA, MAS O RESULTADO SUPEROU MINHAS EXPECTATIVAS. A EQUIPE DEMONSTROU ATENÇÃO E CONHECIMENTO. CONTINUAREI USANDO COM CERTEZA.",positivo
804,"Depois de várias utilizações usando o curso on-line, os problemas ficaram evidentes: o atendimento foi grosseiro e pouco interessado. Não atendeu ao que foi prometido.",negativo
805,"EU QUERIA MUITO GOSTAR DE O BRINQUEDO, PORÉM PRECISEI SOLICITAR TROCA PORQUE NÃO FUNCIONOU DESDE O PRIMEIRO USO. PRECISA MELHORAR MUITO.",negativo
806,Adorei o curso on-line. Sueprou minhas expectativas.,positivo
807,"eu esperava que o jogo de tabuleiro fosse excelente, mas acabou sendo uma grande decepção. o manual é confuso e a configuração não funciona. não vale o preço cobrado.",negativo
808,Não posso recomendar a panela elétrica. o material parece barato e pouco resistente. Solicitei a devolução.,negativo
809,"Se alguem me perguntar sobre o atendimento da loja, minha resposta sera positiva. o suporte respondeu com precisao e sem transferencias desnecessarias. A experiencia mereceu cinco estrelas.",positivo
810,"eu esperava uma experiência razoável com o serviço de internet, mas o resultado superou minhas expectativas. o serviço ficou pronto antes do prazo combinado. atendeu plenamente ao que eu precisava.",positivo
811,minha experiência com o carregador foi péssima. a bateria descarrega mto rápido e demora pra carregar. fiquei mto decepcionado.,negativo
812,"depois de um dia usando o teclado, posso dizer que fiz uma ótima escolha: a bateria dura bastante e carrega rapidamente. a experiência mereceu cinco estrelas.",positivo
813,"Confesso que achei que a geladeira seria ruim, mas me surpreendeu positivamente. o desempenho se manteve estável durante o uso. Pode comprar sem medo.",positivo
814,"pesquisei bastante antes de escolher a oficina. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq o suporte respondeu com precisão e sem transferências desnecessárias. a experiência mereceu cinco estrelas.",positivo
815,Não posso recomendar o liquidificador. chegou com defeito e apresentando marcas de uso. Não vale o preço cobrado. 😡,negativo
816,"depois de um dia usando o monitor, os problemas ficaram evidentes: não corresponde às medidas nem às características anunciadas. precisa melhorar muito.",negativo
817,O custo-benefício do serviço de instalação é ótimo.,positivo
818,Minha experiência com o micro-ondas foi excelente. funciona com rapidez e sem apresentar falhas. Minha avaliação é muito positiva. 😄,positivo
819,"pesquisei bastante antes de escolher o roteador. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq a instalação foi simples e tudo funcionou de primeira. minha avaliação é mto positiva.",positivo
820,Estou realmente contente com a plataforma de streaming. minha solicitação foi acompanhada até a solução definitiva. Foi exatamente o tipo de resultado que eu procurava.,positivo
821,"Eu queria muito gostar de o capacete, porém produz ruídos estranhos e esquenta além do normal. Minha avaliação é negativa.",negativo
822,"Analisei preço, qualidade e facilidade de uso antes de escolher a cafeteira. Mesmo assim, a experiência foi ruim porque o manual é confuso e a configuração não funciona. Foi dinheiro jogado fora.",negativo
823,"Confesso que achei que o carregador seria ruim, mas me surpreendeu positivamente. o tamanho e o acabamento correspondem ao anúncio. Minha avaliação é muito positiva.",positivo
824,"Analisei preço, qualidade e facilidade de uso antes de escolher a parafusadeira. Mesmo assim, a experiência foi ruim porque produz ruídos estranhos e esquenta além do normal. Solicitei a devolução.",negativo
825,Minha experiência com o aplicativo de exercícios foi excelente. as informações foram claras e o prazo foi cumprido. Recomendo sem receio.,positivo
826,"No começo a consulta pareceu funcionar bem, mas pouco depois esperei muito tempo e ninguém resolveu minha solicitação. Solicitei a devolução.",negativo
827,"pesquisei bastante antes de escolher a assistência técnica. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq as informações foram claras e o prazo foi cumprido. minha avaliação é mto positiva.",positivo
828,O custo-benefício da oficina é ótimo.,positivo
829,Estou arrependido de ter escolhido o notebook. apresenta travamentos e falhas durante o uso. Nao era o resultado que eu esperava.,negativo
830,Minha experiência com a lâmpada inteligente foi excelente. funciona com rapidez e sem apresentar falhas. Atendeu plenamente ao que eu precisava.,positivo
831,"eu esperava uma experiência razoável com o teclado, mas o resultado superou minhas expectativas. o desempenho se manteve estável durante o uso. a experiência mereceu cinco estrelas.",positivo
832,Estou realmente contente com o aplicativo de exercícios. a experiêcia foi organizada do início ao fim. Foi exatamente o tipo de resultado que eu procurava.,positivo
833,"No começo a plataforma de aulas pareceu funcionar bem, mas pouco depois esperei muito tempo e ninguém resolveu minha solicitação. Fiquei muito decepcionado.",negativo
834,"não foi perfeito em todos os detalhes, porém os pontos positivos de a assistência técnica pesaram muito mais. o processo foi simples, rápido e bem explicado.",positivo
835,"confesso que achei que a assistência técnica seria ruim, mas me surpreendeu positivamente. a equipe demonstrou atenção e conhecimento. compraria novamente.",positivo
836,"No começo o fone de ouvido pareceu funcionar bem, mas pouco depois o desempenho é lento e instável. Foi dinheiro jogado fora.",negativo
837,não posso recomendar o notebook. precisei solicitar troca porque não funcionou desde o primeiro uso. precisa melhorar muito.,negativo
838,"A propaganda sobre o jogo de tabuleiro é ótima; a experiência real, infelizmente, não foi. apresenta travamentos e falhas durante o uso.",negativo
839,"Confesso que achei que o notebook seria ruim, mas me surpreendeu positivamente. o material é firme, confortável e bem construído. rceomendo sem receio.",positivo
840,nao posso recomendar o site de compras. as informações foram contraditórias e o prazo nao foi cumprido. nao compraria novamente.,negativo
841,"Pesquisei bastante antes de escolher o tênis. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque o desempenho se manteve estável durante o uso. Atendeu plenamente ao que eu precisava.",positivo
842,"CONFESSO QUE ACHEI QUE O MICRO-ONDAS SERIA RUIM, MAS ME SURPREENDEU POSITIVAMENTE. A BATERIA DURA BASTANTE E CARREGA RAPIDAMENTE. MINHA AVALIAÇÃO É MUITO POSITIVA.",positivo
843,"Depois de alguns meses usando o módulo de alarme, os problemas ficaram evidentes: o acabamento é frágil e começou a soltar. Foi dinheiro jogado fora.",negativo
844,"Eu queria muito gostar de a bateria, porém veio em uma embalagem danificada e com o produto avariado. Não atendeu ao que foi prometido.",negativo
845,"Se alguem me perguntar sobre a consulta, minha resposta sera positiva. nao houve cobranca inesperada e tudo funcionou como informado. Recomendo sem receio.",positivo
846,"Confesso que achei que o serviço de garantia seria ruim, mas me surpreendeu positivamente. a experiência foi organizada do início ao fim. Minha avaliação é muito positiva.",positivo
847,"Se alguém me perguntar sobre a mochila, minha resposta será negativa. chegou com defeito e apresentando marcas de uso. Não recomendo.",negativo
848,Não tenho do que reclamar sobre a bateria. o acabamento é muito bom e parece resistente. Recomendo sem receio.,positivo
849,Não tenho do que reclamar sobre o sofá. o acabamento é muito bom e parece resistente. Fiquei muito satisfeito com o resultado.,positivo
850,"pesquisei bastante antes de escolher a panela elétrica. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq veio com todos os acessórios e o manual estava claro. fiquei mto satisfeito com o resultado.",positivo
851,estou realmente contente com o carregador. a qualidade ficou acima do que eu esperava. foi exatamente o tipo de resultado que eu procurava.,positivo
852,O fone de ouvido é frágil. O suporte ao cliente foi horrível.,negativo
853,"Depois de um mês usando o micro-ondas, posso dizer que fiz uma ótima escolha: o desempenho se manteve estável durante o uso. Valeu cada centavo. 😊",positivo
854,"analisei preço, qualidade e facilidade de uso antes de escolher o módulo de alarme. mesmo assim, a experiência foi ruim porque o acabamento é frágil e começou a soltar. solicitei a devolução.",negativo
855,"Se alguém me perguntar sobre a assistência técnica, minha resposta será positiva. o aplicativo permaneceu estável e fácil de usar. Continuarei usando com certeza.",positivo
856,"Houve um pequeno atraso, mas isso não prejudicou minha avaliação de o transporte por aplicativo. o suporte respondeu com precisão e sem transferências desnecessárias. No geral, fiquei muito satisfeito.",positivo
857,"No começo a parafusadeira pareceu funcionar bem, mas pouco depois apresenta travamentos e falhas durante o uso. Foi dinheiro jogado fora. 💔",negativo
858,"se alguém me perguntar sobre o atendimento da loja, minha resposta será positiva. o profissional foi pontual, educado e cuidadoso. foi uma ótima escolha.",positivo
859,"Depois de alguns meses usando o capacete, os problemas ficaram evidentes: veio em uma embalagem danificada e com o produto avariado. Nao recomendo.",negativo
860,"Se alguém me perguntar sobre o curso on-line, minha resposta será positiva. fui atendido rapidamente e resolveram tudo na primeira tentativa. Recomendo sem receio.",positivo
861,"Pesquisei bastante antes de escolher a câmera. Após comparar preço, qualdiade e facilidade de uso, a experiência foi muito boa porque a instalação foi simples e tudo funcionou de primeira. Fiquei muito satisfeito com o resultado.",positivo
862,"Eu queria muito gostar de o serviço de hospedagem, porém precisei repetir a mesma informação para várias pessoas. Precisa melhorar muito.",negativo
863,"Depois de tres dias usando o transporte por aplicativo, os problemas ficaram evidentes: prometeram retorno, mas nunca entraram em contato. Minha avaliacao e negativa.",negativo
864,"depois de uma semana usando a bateria, posso dizer que fiz uma ótima escolha: a instalação foi simples e tudo funcionou de primeira. continuarei usando com certeza.",positivo
865,Péssima exepriência. O fone de ouvido quebrou no primeiro dia de uso. Decepcionado.,negativo
866,"Se alguém me perguntar sobre o aplicativo de exercícios, minha resposta será positiva. minha solicitação foi acompanhada até a solução definitiva. Minha avaliação é muito positiva.",positivo
867,"Pesquisei bastante antes de escolher a plataforma de aulas. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque não houve cobrança inesperada e tudo funcionou como informado. Pode comprar sem medo.",positivo
868,"Analisei preço, qualdiade e facilidade de uso antes de escolher o tênis. Mesmo assim, a experiência foi ruim porque parou de funcionar depois de poucos dias. Não compraria novamente.",negativo
869,O brinquedo apresentou defeito rapidamente.,negativo
870,"Analisei preco, qualidade e facilidade de uso antes de escolher o modulo de alarme. Mesmo assim, a experiencia foi ruim porque a bateria descarrega muito rapido e demora para carregar. A experiencia foi pessima.",negativo
871,"Pesquisei bastante antes de escolher o transporte por aplicativo. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque o profissional foi pontual, educado e cuidadoso. Pode comprar sem medo.",positivo
872,"eu esperava uma experiência razoável com a operadora de celular, mas o resultado superou minhas expectativas. a equipe demonstrou atenção e conhecimento. continuarei usando com certeza.",positivo
873,"Pesquisei bastante antes de escolher a oficina. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque fui atendido rapidamente e resolveram tudo na primeira tentativa. Recomendo sem receio.",positivo
874,Estou arrependido de ter escolhido o carregador. a qualidade é bem inferior ao que aparece no anúncio. Não era o resultado que eu esperava.,negativo
875,Estou arrependido de ter escolhido o aplicativo bancário. esperei muito tempo e ninguém resolveu minha solicitação. Não era o resultado que eu esperava.,negativo
876,"houve um pequeno atraso, mas isso nao prejudicou minha avaliação de o sensor de presença. veio com todos os acessórios e o manual estava claro. no geral, fiquei mto satisfeito.",positivo
877,"confesso que achei que a geladeira seria ruim, mas me surpreendeu positivamente. a instalação foi simples e tudo funcionou de primeira. atendeu plenamente ao que eu precisava.",positivo
878,Minha experiência com a geladeira foi péssima. chegou com defeito e apresentando marcas de uso. Minha avaliação é negativa.,negativo
879,"Não foi perfeito em todos os detalhes, porém os pontos positivos de o hotel pesaram muito mais. o serviço ficou pronto antes do prazo combinado.",positivo
880,minha experiência com a consulta foi péssima. o suporte encerrou o atendimento antes de resolver o problema. a experiência foi péssima.,negativo
881,"Pesquisei bastante antes de escolher a impressora. Após comparar preço, qualidade e facilidade de uso, a experiêcia foi muito boa porque o material é firme, confortável e bem construído. Minha avaliação é muito positiva.",positivo
882,"A propaganda sobre o sensor de presença é ótima; a experiência real, infelizmente, não foi. o acabamento é frágil e começou a soltar.",negativo
883,"Depois de um dia usando o brinquedo, os problemas ficaram evidentes: a qualidade e bem inferior ao que aparece no anuncio. Solicitei a devolucao.",negativo
884,MINHA EXPERIÊNCIA COM O CARREGADOR FOI EXCELENTE. A BATERIA DURA BASTANTE E CARREGA RAPIDAMENTE. A EXPERIÊNCIA MERECEU CINCO ESTRELAS.,positivo
885,minha experiência com o serviço de limpeza foi excelente. o serviço ficou pronto antes do prazo combinado. pode comprar sem medo.,positivo
